Year(Release_Date),Publisher(s),Count(*)
2015,"Hosted Games",8
2015,"Hoven Indies",1
2015,Huebotics,1
2015,"Humongous Entertainment",5
2015,HuniePot,3
2015,"Hunter Gatherer Games",1
2015,"Huy Phan",1
2015,Hydezeke,2
2015,"Hydro Games",1
2015,"Hyper Hippo Games",3
2015,"HyperDrive Games",1
2015,"HyperKat Games",2
2015,HYPYRYL,1
2015,"i273 LLC",2
2015,Ibology,1
2015,"Ice Water Games",1
2015,"Iceberg Interactive",12
2015,"Iced Lizard Games",2
2015,"Iceflake Studios",1
2015,"iconical Ltd.",1
2015,"Icy Donut",1
2015,"Idea Factory International",18
2015,"Idea Factory International, Inc.",2
2015,"iEntertainment Network",2
2015,"iFun4all Ltd.",1
2015,"Ignition Games Inc.",1
2015,Igry.ru,1
2015,"Illwinter Game Design",1
2015,"Image Space Incorporated",4
2015,"Imagination Vent, LLC",1
2015,IMakeGames,1
2015,IMGN.PRO,2
2015,"Immanitas Entertainment GmbH",1
2015,"Immersive Douro",1
2015,"Immersive Entertainment, Inc",1
2015,"Immunity Studios",1
2015,"Impartial Studios",1
2015,"Impulse Game Studios, LLC",1
2015,"Incandescent Imaging",1
2015,"iNDEE SOLO",1
2015,Independent,1
2015,"Indie Game - None",1
2015,"Indie Voyage",1
2015,IndieGala,1
2015,"Indietopia Games ",1
2015,"Individual Software",17
2015,"Indomitus Games",3
2015,"Infernum Games GmbH",2
2015,"Infinite Dreams sp. z o.o",2
2015,"inkle Ltd",1
2015,insayn,1
2015,"INSGAMES LIMITED",4
2015,"INSIDE SYSTEM",1
2015,"Insomniac Games",1
2015,"Instant Kingdom",1
2015,"INSTEAD Community",1
2015,"InterAction studios",8
2015,Intercido,1
2015,Interplay,1
2015,"Interplay Entertainment Corp.",4
2015,"INTI CREATES CO., LTD.",4
2015,Introversion,1
2015,"Introversion Software",1
2015,InvertMouse,17
2015,"Invoker Studios",1
2015,IObit,1
2015,"Ionized Games",1
2015,iosoftware,1
2015,"IP Builders",1
2015,iRacing,1
2015,"iRacing.com Motorsport Simulations",1
2015,"Iridium Studios",1
2015,"Iron Galaxy Studios, LLC",1
2015,"Iron Tower Studio",1
2015,"Ironcode Gaming",1
2015,"IronDrop Studios",1
2015,"Isaac Nichols",2
2015,ISOTX,2
2015,"isTom Games Kft.",1
2015,"Iteration 11",1
2015,"Ithaqua Labs",1
2015,"IV Productions",1
2015,"Ivanovich Games",3
2015,"Ivy Games",2
2015,"Ivy Games LLC",2
2015,"Jace Masula",1
2015,"Jackbox Games, Inc.",3
2015,Jagex,4
2015,"Jake Huhman",1
2015,"James Id",1
2015,JAMgames,1
2015,"Jan Zizka",2
2015,Jarbit,1
2015,"Jardel Elias",2
2015,"Jarrah Technology",1
2015,"Jason RT Bond",1
2015,"JAST USA",1
2015,"JAVELIN OÜ",2
2015,Jay-Run,1
2015,Jayanam,1
2015,"JC Planet",1
2015,JDM4iK,2
2015,"Jeff Trier",1
2015,"Jeffrey Nordin",1
2015,Jemy,1
2015,Jenito,1
2015,"Jesse Barksdale",1
2015,"Jesse Makkonen",1
2015,"Jetdogs Studios",10
2015,JH12world,1
2015,"Jimbob Games",1
2015,"JMJ Interactive",1
2015,"Jochen Mistiaen",1
2015,"Joe Williams",1
2015,"Johan Aronsson",1
2015,"Johannes Eski",1
2015,"John Cullen",1
2015,"John Lawrence",1
2015,"John Szymanski",1
2015,"John Wizard",4
2015,"Jon Harwood Creations LLC",1
2015,"Jordan Sendar",1
2015,"Joshua Missile",1
2015,"JoyBits, LTD",1
2015,Joycity,1
2015,JoyMasher,1
2015,"Juggernaut Games",1
2015,"Juicy Beast",1
2015,"Jujubee S.A.",1
2015,"Julia Games",1
2015,"Jundroo, LLC",2
2015,"Juniper GmbH",1
2015,"Juri Schupilo",2
2015,JustPlayNow,1
2015,"K Monkey",1
2015,"Kajak Games",1
2015,KaleidoGames,1
2015,"Kalypso Media Digital",15
2015,KarjaSoft,2
2015,"Kasedo Games",2
2015,"Kazakov Oleg",2
2015,KBJGames,1
2015,"Kbros Entertainment",1
2015,"KBros Games",1
2015,"kChamp Games",1
2015,"Keen Software House",1
2015,"Kelkafa Studios",1
2015,Kenney,1
2015,"Kenny Sun",3
2015,"Kerberos Productions Inc.",6
2015,"Kerim Kumbasar",1
2015,"Ketos Games",1
2015,khos85,2
2015,"Kieffer Bros.",1
2015,"Kikiwik Games",1
2015,"Killer Teapot Games",1
2015,"KillHouse Games",1
2015,"Killmonday Games HB",3
2015,"Kimmo Lahtinen",1
2015,"Kingdom Games",3
2015,"Kirill Belman",1
2015,"Kiritsu Games",1
2015,"Kisareth Studios",2
2015,"KISS ltd",48
2015,"KITATUS STUDIOS",1
2015,"Kittehface Software",3
2015,KIXEYE,1
2015,"Klei Entertainment",3
2015,"Klonk Games",2
2015,"Kobra Studio",1
2015,"Koch Media ",7
2015,"KOEI TECMO GAMES CO., LTD.",20
2015,"KOG Games",1
2015,"Koga Tech Limited",1
2015,"Konami Digital Entertainment",6
2015,Konsordo,2
2015,Kosek.com,1
2015,Kotach,2
2015,"Koya Game",1
2015,"Kraftix Games",1
2015,"Kraken Games",2
2015,Krealit,2
2015,"Kristen Cheely ",1
2015,"Krome Studios",2
2015,"Kronosaur Productions",2
2015,KrupinskiArt,1
2015,Krutovig,1
2015,Kumobius,1
2015,"Kunos Simulazioni ",1
2015,KupiKey,1
2015,"KURONEKO SOFT",1
2015,"Kursed Studios",1
2015,"Kut Stupid",1
2015,"KWL Productions",1
2015,"Kyle Seeley",1
2015,"L&K Logic Korea",1
2015,"La Moustache Studio",1
2015,"Lached Up Games",1
2015,"Lag Studios",1
2015,"Landfall Games",2
2015,"Lantana Games",1
2015,"Larian Studios",1
2015,"Laser Unicorns",1
2015,"Last Dimension",1
2015,"Laylio Games",1
2015,"Lazy Bum Games",1
2015,"Lazy Games Studio Ltd",1
2015,"Lazy Monday Ltd",1
2015,"LDC Studios",1
2015,"Leadwerks Software",1
2015,"Leafy Games",1
2015,"League of Geeks",2
2015,"LearnDistrict Inc.",1
2015,"Legacy Games",2
2015,"Legend Studio",1
2015,LemonOrange,1
2015,"Level Eight AB",1
2015,"Librarium Studios",1
2015,Libredia,10
2015,Liens,1
2015,"LifeSpark Entertainment",1
2015,"Light Vision Interactive",4
2015,"Lightbulb Crew",3
2015,"Lighthouse Games Studio",1
2015,"Lightning Man Media ",1
2015,Lightsoutgames,1
2015,"Limevision Studios",1
2015,"Little Games Company",1
2015,"Little Orbit",4
2015,"LiveItGames LLC",1
2015,"Loading Home",1
2015,Locomotivah,3
2015,"Logic Artists",1
2015,"Logic tree",1
2015,"Lohika Games",1
2015,"Lonely Troops",2
2015,"Long Division LLC",1
2015,"Longbow Games",1
2015,LookAtMyGame,3
2015,"Loomus Games",1
2015,"Lord Bytesworth",1
2015,"Lord Kres",2
2015,"Lord Puggington Games",1
2015,"Loren Lemcke",1
2015,"Lost Spell",1
2015,"Loudpak Studios",1
2015,"Lucas Molina",2
2015,LucasArts,4
2015,Lucasfilm,3
2015,Lucasfim,1
2015,LucasGame,1
2015,"LUCKY GIRLS LIMITED",1
2015,"Lucky Pause",1
2015,"Lucky You Studio",2
2015,"Ludomo Gamestudio",1
2015,"LuGus Studios",2
2015,"Luis Calva",1
2015,"Luis Ruiz",1
2015,"Lukas Jaeckel",1
2015,"Lukas Navratil",1
2015,"Lumenox ehf",1
2015,"Lunar Labs",1
2015,"Lupus Studios Limited",1
2015,"LW Games",1
2015,"M. Yuriy",2
2015,m07games,1
2015,M2H,2
2015,"Machine 22",3
2015,"Machine Bear® Software e Games",1
2015,Machineman1357,1
2015,MachineSpirit,1
2015,"Mad Goblin Games",1
2015,"Mad Ram Software",1
2015,"Madruga Works",1
2015,"MAG Studios",1
2015,"Magic Notion",1
2015,"MAGIC Spell Studios",2
2015,"Magical Hackers",1
2015,MAGICS,1
2015,"MAGIX Software GmbH",9
2015,"Magnetic Studio",1
2015,magnussoft,1
2015,"Majesco Entertainment",1
2015,"Major Games",1
2015,"Making Fun, inc.",1
2015,"Makivision Games",2
2015,"mamor games",1
2015,"Mana Games",2
2015,Mandlebar,2
2015,MangaGamer,8
2015,"Mango Protocol",1
2015,"Mannequin Games LLC",1
2015,Manyland,1
2015,marbenx,1
2015,"Marc Ellis",1
2015,"Marcelo Barbosa",1
2015,"Mark Chong",1
2015,"Marmalade Technologies",1
2015,"Marmalade Technologies Ltd",1
2015,"Marmoset LLC",1
2015,"Martin Veilleux",2
2015,"Maruf ARTUKO?LU",1
2015,Marvelous,4
2015,"Marvelous Europe Ltd.",1
2015,"Marvelous USA, Inc.",4
2015,"MarWin Studios",1
2015,Marxnet,1
2015,Maschinen-Mensch,1
2015,"Mason Lindroth",1
2015,Mastertech,1
2015,Mastertronic,16
2015,Mastiff,1
2015,"Mastiff Games",1
2015,"Mastiff LLC.",1
2015,"Math Nerd Productions, LLC",2
2015,"Matt Gadient",2
2015,"Matt Roszak",1
2015,"Matthew Brown",2
2015,"Max Peskov",1
2015,"Maximum Games",1
2015,"Mayhem Games USA",2
2015,"MCDERMOTT TECHNOLOGY, L.L.C",1
2015,"McMagic Productions",1
2015,"Mechabit Ltd",1
2015,"MeDungeon Ltd.",1
2015,"Megastorm Games",1
2015,"Membraine Studios",1
2015,"Merge Games",16
2015,Meridian4,7
2015,Merixgames,1
2015,Messhof,1
2015,MetalBear,1
2015,"Metalhead Software Inc.",1
2015,Metaware,1
2015,"Meteor Entertainment",1
2015,"Meteor Shock",2
2015,"Mi-Clos Studio",4
2015,"Michael Brough",1
2015,"Michael Porter",1
2015,"Michael Todd Games",1
2015,"Michael Zahniser",2
2015,"Michaela Laws",1
2015,MichaelArts,1
2015,"Michal Brzozowski",1
2015,"Microblast Games",1
2015,"Microsoft Game Studios",3
2015,"Microsoft Studios",4
2015,"MidBoss, LLC.",2
2015,"Midnight City",2
2015,"Midnight Oil Games, LLC",1
2015,"Mido Basim",1
2015,"Might and Delight",1
2015,"Mighty Fox Studio",1
2015,"Miguel Lleras",1
2015,"Milestone S.r.l.",16
2015,"Milky Tea Studios",2
2015,"Millenium Project Enterprises",1
2015,"MindBlocks Studio, LLC",1
2015,"Mindprobe Labs",1
2015,"Mini IT",1
2015,"Minindustries Game Factory",1
2015,"Minor Key Games",3
2015,"Minority Media Inc.",2
2015,"Mint Arcade Ltd.",1
2015,"Miolhr SM",1
2015,"Misfits Attic",1
2015,"MK game production",1
2015,"MK-ULTRA Games",2
2015,"MKDC Tech",1
2015,MKLab,1
2015,"Mladen Bošnjak and Ron McDowell",1
2015,MLB.com,1
2015,MobileBits,1
2015,"MOCBJ Software",2
2015,"Mode 7",4
2015,"Modern Paradise Media Inc.",1
2015,"Modulaatio Games",1
2015,Moleworks,1
2015,"Moment Studio",2
2015,"Momiji Studios",1
2015,"Mommy's Best Games",4
2015,"momoStorm Entertainment",1
2015,"Monochrome, Inc",1
2015,"Monogon Games",1
2015,"Moon Spider Studio",1
2015,"Moonlight Mouse",1
2015,"Moonlit Studios",2
2015,Morgondag,1
2015,"Morozov Sergey",1
2015,Morphiks,1
2015,"Morphodox Studios",1
2015,"Moving Pixel Games",1
2015,MovingBlocks,1
2015,"Mozg Labs",1
2015,"MPR ART Hallucinations",1
2015,Mudvark,1
2015,"MuHa Games",1
2015,MumboJumbo,4
2015,"Muzzy Lane Software",1
2015,"MyDream Interactive, Inc",1
2015,MyLifeGame.RU,2
2015,"Myra D'Ann",1
2015,"Myrolit Studios",1
2015,"Mystic Games",1
2015,Mystik'Art,2
2015,N/A,4
2015,NA,1
2015,"Nacho Games",1
2015,Naloki,1
2015,"NAMI TENTOU MUSHI, LLC",1
2015,"Narrow Monolith",1
2015,"Naturally Intelligent",1
2015,"Nauris Amatnieks",1
2015,NCSOFT,2
2015,"Nefarious Dimensions Inc.",1
2015,"Neko Entertainment",3
2015,"Nekomura Games",2
2015,NeocoreGames,4
2015,"Neojac Entertainment Inc.",1
2015,Neomex-Games,1
2015,NeoNight,1
2015,Neotenia,1
2015,"Nerve Software LLC",1
2015,"Never Don't Play",2
2015,Nevosoft,1
2015,"New Blood Interactive",2
2015,"New Horizon Games",1
2015,"New Life Interactive, LLC",2
2015,"New Reality Games",8
2015,"New State",1
2015,"Newfa Games",1
2015,"Nexeon Studios",1
2015,Nexon,3
2015,"Nexon America Inc",1
2015,"Nexon Europe",1
2015,"Nexon Europe GmbH",1
2015,"Nexon Europe S.a.r.l",3
2015,"Next Dimension Game Adventures",1
2015,"Next Dimension Game Adventures Ltd.",2
2015,"NEXUS Studios, Inc.",1
2015,Nicalis,1
2015,"Nicholas Hydock",1
2015,"Nicholas Mallory",1
2015,"Nicolas Pierre-Loti-Viaud",1
2015,"Niels Bauer Games ",2
2015,"Niffler Ltd.",5
2015,"Night Dive Studios",22
2015,"Night Node",1
2015,"NIKITA ONLINE",5
2015,"Nimble Tools",1
2015,"Nimbly Games",1
2015,"Nine Tales Digital",1
2015,Nival,4
2015,"Nkidu Games Inc.",4
2015,"NLB project",1
2015,"No Pest Productions",2
2015,"Noble Master LLC",1
2015,NodziGames,1
2015,"Nomad Games",9
2015,"Nomad Games Limited",1
2015,"Nominia Ltd",1
2015,"Nonadecimal Creative",1
2015,none,3
2015,"Nooner Bear Studio",1
2015,Nooskewl,4
2015,Noostyche,1
2015,"Nordic Games",24
2015,"Nordic Legacy",1
2015,"Nordic Mist Games",1
2015,"nornware AB",2
2015,Northbrain,1
2015,"Northway Games",1
2015,NotGames,1
2015,"Noumenon Games",1
2015,"Noyer Game Studios",1
2015,"NSE Circuit",4
2015,NuclearFirecracker,1
2015,nuGAME,1
2015,Nuligine,2
2015,nullplussoftware,1
2015,"Nurgo Software",1
2015,NVLMaker,3
2015,Nyamyam,1
2015,"Nyu Media",9
2015,"Nyu Media Ltd",1
2015,"Oblivionburn Productions",2
2015,"Ocean Media LLC",2
2015,"Odd Comet Games",1
2015,oddonegames,1
2015,"Oddworld Inhabitants, Inc",1
2015,"Oddworld Inhabitants, Inc.",3
2015,OfficialTigerStudios,1
2015,"Offworld Games, LLC",1
2015,"Offworld Industries",1
2015,OGPlanet,8
2015,"OhNoo Studio",3
2015,Oldblood,1
2015,OlderBytes,1
2015,"Oliver Keppelmüller",1
2015,"OM ENTERTAINMENT",1
2015,"Omega Games",3
2015,Omniconnection,1
2015,"OMNIDREAM CREATIONS",2
2015,"OMNIDREAM CREATIONS SRL",1
2015,"On The Level Game Studios",1
2015,"One Legged Seagull",1
2015,"One Man Band Games",1
2015,"ONE MORE LEVEL",1
2015,"Onipunks Studio Inc.",1
2015,"Only Human Studios",1
2015,"OnNet USA INC",1
2015,oophok,1
2015,"Opium Pulses Entertainment",1
2015,"Orange Valley",1
2015,Orangepixel,3
2015,"Orator Games",1
2015,"Origin8 Technologies Ltd",1
2015,Orion,1
2015,Orion_,1
2015,Orlyapps,1
2015,"Orphic Software",1
2015,"Oryon Entertainment",1
2015,OtakuMaker.com,1
2015,"otherland co-production GmbH",3
2015,"Out of the Park Developments",1
2015,"Outer Grid Games LLC",1
2015,"Outerminds Inc.",1
2015,Overcurfew,1
2015,Overflow,1
2015,"Overhead Games",1
2015,"Overhype Studios",1
2015,"Owl Cave",3
2015,Owlbear,1
2015,"Owlchemy Labs",2
2015,Owlnight,1
2015,Paleozoic,1
2015,"Panic Art Studios",1
2015,"Panic Ensues Software",1
2015,"Panzer Gaming Studios",1
2015,"Parabox Games",1
2015,"Paradox Interactive",14
2015,"Partickhill Games Limited",1
2015,PatchNoteStudio,1
2015,"Paul Cooney",1
2015,"Paul Schneider",1
2015,"Payload Studios",1
2015,"Peach Pie Productions",1
2015,Peaks,1
2015,"Peculiar Games",1
2015,"Peltast Software",1
2015,"Pen and Sword Games",2
2015,"Pepi Games",2
2015,"Perfect Square Studios",1
2015,PestoForce,1
2015,"Peter Gutenko",2
2015,"Peter Hann",1
2015,Petroglyph,5
2015,Pezomi,1
2015,Pheenix93,1
2015,"Philip Royer",2
2015,"Philippe Forgeur",1
2015,"phime studio LLC",2
2015,"PHL Collective",1
2015,"Phoenix Game and Publisher Studio",1
2015,"Phoenix Online Publishing",6
2015,"Phoenix Studio",1
2015,"Phosphor Games",1
2015,"Phr00t's Software",2
2015,Phyrnna,1
2015,Physmo,1
2015,Pidroh,1
2015,"Pigasus Games",1
2015,PigelPix,1
2015,"Piko Interactive LLC",3
2015,PillowPigGames,1
2015,"Pinkapp Games",1
2015,"Pipeteam Games, LLC",1
2015,"Piranha Bytes Distribution UG&Co KG",3
2015,"Piranha Games Inc.",5
2015,Pirozhok,2
2015,"Pixel Barrage Entertainment, Inc.",1
2015,"Pixel Blitz Studios",1
2015,"Pixel Ferrets",4
2015,"Pixel Pi Games",2
2015,"Pixel Prophecy",1
2015,"Pixel Quality Games",1
2015,"Pixel Theory Games",1
2015,PixelBeam,1
2015,"PixelFade Studio",1
2015,Pixeljam,2
2015,PixelNAUTS,2
2015,"Pixelsaurus Games",1
2015,Pixeltales.ru,1
2015,"Pixelz Games",1
2015,"PIXOWL INC.",1
2015,PIXYUL,1
2015,"Plastic Games",1
2015,"Platoon Studios",1
2015,"Play Publishing",1
2015,"Play sp. z o. o.",6
2015,Playboom,2
2015,"Playful Art, LLC",1
2015,Playism,1
2015,Playito,1
2015,Playsaurus,1
2015,"PlayStation Mobile Inc.",14
2015,"PlayStation Mobile, Inc.",1
2015,"Playtap Games",1
2015,"PlayWay S. A.",1
2015,"PlayWay S.A.",9
2015,PlazSoft,3
2015,"Plug In Digital",34
2015,"Poisson Rouge Interactica ltd",1
2015,"Polar Bunny Ltd",2
2015,PolarityFlow,1
2015,PolyDigital,1
2015,"Polygon Art",1
2015,PolyKid,1
2015,"Poorwill Games",1
2015,"Positech Games",2
2015,"Potassium Frog",1
2015,"Power Up to Maximum",1
2015,practicing01,1
2015,"Praxia Entertainment Inc",1
2015,"Precision Games, LLC",2
2015,"Prexen Studios",1
2015,Princesseuh,1
2015,"Pringo Dingo Games",1
2015,"Prism Studios",1
2015,"Prismic Studios LLC",1
2015,"Professor Why",2
2015,"Project tranquil",1
2015,"Prologue Games",5
2015,"Proper Games",1
2015,"Proteus Pixel",1
2015,"Protomni Multimedia",1
2015,"Prototype Games",1
2015,"Psychic Software",2
2015,"Psychotic Psoftware",1
2015,Psyonix,5
2015,"Pugsley LLC",1
2015,"Pump Action Games",1
2015,"Punk Games Studio",1
2015,"Puny Human",1
2015,"Puppet Arcade",1
2015,"Purple Nebula",2
2015,Puuba,3
2015,"Puzzle Lab",1
2015,"Pwnee Studios",1
2015,Pyrodactyl,1
2015,"Q-Games, Ltd.",1
2015,"QMx Interactive",1
2015,"QuadraTron Games",1
2015,"Quality Simulations",7
2015,"Quandary Solutions LTD",1
2015,"Queen Birdface Productions",1
2015,Question,3
2015,Questtracers,1
2015,"Quickfire Games",1
2015,"R8 Games Ltd",1
2015,"RAC7 Games",1
2015,"Rad Codex",1
2015,"Radial Games Corp",1
2015,"Radial Games Corp.",1
2015,Radiangames,1
2015,RadiationBurn,2
2015,radiostatic,1
2015,"Rage Monster Games",1
2015,RageSquid,2
2015,RailSimulator.com,5
2015,"Rainbow Games",4
2015,"Rainbow Train",2
2015,"Rainy Night Creations",1
2015,"Rake in Grass",2
2015,"Rakesh Malik",2
2015,"Random Seed Games",1
2015,"Random Thoughts Enterainment",1
2015,"Randomnine Ltd",1
2015,Ravenscourt,2
2015,"Raving Bots",1
2015,"Raw Fury",2
2015,"Raxi Petrov",1
2015,rdt.32,1
2015,Re-Logic,1
2015,"Reakktor Studios",1
2015,"Real Dynamics",2
2015,"Really Slick",1
2015,Realore,13
2015,Rebellion,8
2015,"Recotechnology S.L.",1
2015,"Red Beat",2
2015,"Red Dwarf Games",2
2015,"Red Fly Studio",3
2015,"Red Head Games",1
2015,"Red Hook Studios",1
2015,"Red Katana",2
2015,"Red Splat Games",1
2015,"Red Tree Games",1
2015,"Redbana Corporation",1
2015,"REEW GAMES",3
2015,REFUGIO3D®,1
2015,"Regal Computer Services",1
2015,"Regimental Chess Inc.",1
2015,reiti.net,1
2015,"Reiza Studios",3
2015,"Reloaded Games",1
2015,reMaginarium,1
2015,"Remal IT",1
2015,REMIMORY,1
2015,Reminisce,1
2015,"Render System Entertainment",2
2015,"Renegade Sector Games",1
2015,"rest.less Games",1
2015,Retrific,2
2015,"Retro Army Limited",1
2015,"Retro Game Crunch",1
2015,"Retro Yeti Games",1
2015,Retrocade.net,1
2015,Retroism,15
2015,"Retronic Games",1
2015,"Reventador Games",1
2015,"Reverb Publishing",1
2015,"Reverb Triple XP",11
2015,"Rhizome Games™",1
2015,"Richard Markos",1
2015,RiftyGames,2
2015,RigIT,1
2015,"RIP Studios LLC",1
2015,Ripstone,7
2015,"Ripstone Ltd",2
2015,"Risen Phoenix Studios",1
2015,"Rising Star Games",7
2015,"Rising Sun Interactive",3
2015,RisingHigh,1
2015,"RMM Studios, LLC",1
2015,"Roaming Ground Studio",1
2015,"Robot Gentleman",1
2015,"Robot Loves Kitty",1
2015,"Rock Paper Games",1
2015,"Rocket-Engine Co.,Ltd.",1
2015,"Rocketeer Games Studio, LLC",1
2015,"Rockin' Android",1
2015,Rockodile,1
2015,"Rockstar Games",1
2015,Rodaja,1
2015,"Rodeo Games",1
2015,"Rogue Rocket Games",1
2015,"rokapublish GmbH",3
2015,"Roland Studios",1
2015,"Ron McDowell and Kyle Polulak",1
2015,"rondomedia GmbH",3
2015,"Ronimo Games",8
2015,Room710Games,2
2015,"Roope Tamminen",1
2015,"Rooster Teeth Games",1
2015,"Roppy Chop Studios",1
2015,"Rosebud Games",1
2015,roseVeRte,12
2015,Rotateam,1
2015,"Rotten Mage",1
2015,"Royal Polygon",1
2015,"Royal Troupe",1
2015,"Rsupport Inc.",1
2015,"Rubicon Development",1
2015,RuneStorm,2
2015,"Running Pillow",1
2015,RunServer,3
2015,Russpuppy,2
2015,Ruxar,1
2015,"S.F. Bay Studios, Inc.",1
2015,"S2 Games",2
2015,"Saibot Studios",1
2015,"Sakura River Interactive",1
2015,"Sam Barlow",1
2015,"Samaritan Studios",1
2015,"Sapphire Dragon Productions",7
2015,"Sasha Darko",3
2015,"Scarab Entertainment",1
2015,"Scarlet Moon Records",1
2015,"Scary Bee LLC",1
2015,"Schell Games",2
2015,"Scherrer Medien GmbH",1
2015,"Scorpius Games",1
2015,"Scott Cawthon",2
2015,"Scrap Yard Productions, LLC",2
2015,"Screeching Wizard",1
2015,"Screen 7",3
2015,"ScrewAttack Entertainment LLC",1
2015,"ScrewAttack Games",1
2015,"SCS Software",9
2015,SDEnterNet,1
2015,"Seabass and Gazelle Studios",1
2015,Seattletek,1
2015,"Sebastian Krzyszkowiak",1
2015,"Second Variety Games",1
2015,"Secret Tunnel Entertainment",1
2015,SecuritySession.com,1
2015,SEEP,1
2015,SEGA,51
2015,"Sekai Project",59
2015,Self-Published,1
2015,"Sentinential Games",1
2015,"Serellan LLC",1
2015,"Serenity Forge",3
2015,"Sergey Bobrov",1
2015,"Serious Games Interactive",5
2015,Sesisoft,1
2015,"Seven Sails Ltda",1
2015,"SFB Games",1
2015,"SFS Studios",1
2015,"Shadebob Games",1
2015,"Shadow Masters",4
2015,"Shaman Games Studio",1
2015,"ShareX Team",4
2015,"Shark Punch",2
2015,"Shark Tree Studios",1
2015,"Shifty Chair Games",1
2015,"Shiro Games",1
2015,Shit-Happens-Software,1
2015,"Shiver Games",1
2015,"Shorebound Studios",2
2015,"Shumkov Dmitriy",1
2015,"Siberian Digital",2
2015,Sierra,6
2015,"Signal Studios",1
2015,SilentFuture,1
2015,"Sillysoft Games",1
2015,"Silver Cow Studio",1
2015,"Silver Goblet Games",1
2015,"Silverlode Interactive",1
2015,"Silverware Games, Inc.",1
2015,SimaGames,1
2015,"Simon Prefontaine",1
2015,"Simon Says: Play!",1
2015,"Simple Designs Software",1
2015,SimplexGameStudio,2
2015,"SimProse Studios",2
2015,"Singe Studio",1
2015,Sinister,1
2015,"Sinister Design",1
2015,"Sirlin Games",3
2015,"Size Five Games",1
2015,"Sketchy Logic",1
2015,"SKH Apps",1
2015,"Skobbejak Games",2
2015,"Skybound Interactive",1
2015,"SkyBox Labs",1
2015,"Skyboy Games",1
2015,"Skydome Entertainment",1
2015,"Skyhook Games",1
2015,"Sleepy Studios",2
2015,"Slightly Mad Studios",10
2015,"Slitherine Ltd.",29
2015,Sluggerfly,1
2015,"Small Town Studios",1
2015,SmashGames,1
2015,"SmashMouth Games Ltd",11
2015,"SMD Gaming Studio",1
2015,"SMG Studio",1
2015,"Smit Parmar",1
2015,"SmiteWorks USA, LLC",1
2015,Smoodlez,1
2015,"Snail-Ninja Studio",1
2015,"Snails Animation",1
2015,"Snapshot Games Inc.",2
2015,"Snipefish Entertainment",2
2015,"SNK Playmore",13
2015,"Snowbird Games",1
2015,SnowBiteGames,1
2015,"Soccer Manager Ltd",3
2015,"Social Loner Studios",1
2015,"SOEDESCO Publishing",6
2015,"SOF Studios Ltd",1
2015,SoftPlanet,1
2015,"Solanimus Inc.",1
2015,"Soldak Entertainment",1
2015,"Sole Propriotership",1
2015,"Solecismic Software",1
2015,Solidplasma,1
2015,"Solo Instinct",1
2015,"Soloweb Studios",1
2015,"Sometimes You",4
2015,Somi,1
2015,"Sonic Sloth",1
2015,"Sony Creative Software",4
2015,"Soul Forge",1
2015,"South East Games",1
2015,"Space Boat Studios",1
2015,"Space Wedgie",1
2015,"Spark Plug Games",1
2015,"Spasman Games",2
2015,"Spawn Point",1
2015,Spearhead,1
2015,"Special Circumstances",1
2015,"Specialbit Studio",2
2015,"Spicy Horse Games",1
2015,"Spiderling Studios",1
2015,"Spiderweb Software",1
2015,"Split Polygon",1
2015,"Spooky Cat",1
2015,"Spooky Star",1
2015,"SpookyFish Games",1
2015,"Sports Mogul, Inc.",3
2015,Squad,1
2015,"Square Enix",14
2015,"Squatting Penguins",1
2015,"Squid In A Box Ltd",1
2015,Squiddershins,3
2015,"Squirrelbot Games",1
2015,"SRF Games",1
2015,"Stainless Games Ltd",1
2015,Stamina-Games,1
2015,"Star Vault AB",1
2015,"Stardock Entertainment",9
2015,"starlit studios",1
2015,Startreming,1
2015,"Stately Snail",1
2015,StaudSoft,2
2015,"Stealth Studios Inc.",1
2015,"Steam Greenlight",1
2015,"Steel Crate Games",1
2015,"Stellar Jay Studios",1
2015,"Stellar Jockeys",1
2015,"Stephane Bottin",1
2015,"Stephen Crabb",1
2015,StephenAllen,1
2015,"Stereo7 Games",1
2015,"Still Games",1
2015,"Stolen Couch Games",1
2015,"Stone Monkey Studios",2
2015,"Stone Pixel Games LLC",1
2015,"Stoneworks Games",1
2015,"Storm Sharks",1
2015,storm_sharks,1
2015,"Strangely Interactive Ltd",1
2015,"Strangely Named Studio",1
2015,"Strategy First",15
2015,Stroboskop,2
2015,"Studio Bean",1
2015,"Studio Eres",1
2015,"Studio Evil",2
2015,"Studio Monolith",1
2015,"Studio Namaapa",1
2015,"Studio Paint",2
2015,"Studio TeamShuriken",1
2015,"Studio Wildcard",1
2015,"Studio Wonderkey",1
2015,StudioBento,1
2015,studiocime,1
2015,"Studios iLLOGIKA",1
2015,"Stunlock Studios",3
2015,"Stygian Software",1
2015,"Sub Orbital Software",1
2015,"Suba Games",1
2015,SubaGames,1
2015,"Submersivo Game Studio",1
2015,"Subspace Continuum",1
2015,Substantial,1
2015,"Subterranean Games",1
2015,Subworld,1
2015,Sun-Studios,1
2015,"Sunken Places",1
2015,"Sunside Inc",1
2015,Super63,1
2015,"SuperChop Games",1
2015,"Supreme Clans Entertainment",3
2015,"Surprise Attack",10
2015,Swinfjord-Games,1
2015,"Switchblade Monkeys Entertainment",1
2015,Syberstudio,1
2015,"Synter Games",1
